,uid,date,name,classification,class_primary,class_secondary,group,category,class_code,description,level,level_2,level_3,level_4,level_5,size
68,8985382,20150324,Food container with cup recess,B65D 51/28,B65D,51/28,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
69,8985383,20150324,Plastic container and lid,B65D 45/00,B65D,45/00,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
70,8985386,20150324,,B65D 43/162,B65D,43/162,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
71,8985393,20150324,Sound producing liquid dispenser and liquid pouring devices,B65D 51/248,B65D,51/248,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
72,8985647,20150324,Integral handle locking band,B65D 2543/00972,B65D,2543/00972,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
73,8985855,20150324,Valve and valve strip for a reclosable container,B65D 25/20,B65D,25/20,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
74,8986761,20150324,,B65D 85/8043,B65D,85/8043,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
75,8986764,20150324,Capsule and method for preparing a food liquid by centrifugation,B65D 81/00,B65D,81/00,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
76,8986765,20150324,Carbonated beverage container,B65D 35/24,B65D,35/24,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
77,8989896,20150324,High efficiency automated pharmaceutical dispenser,B65D 83/0463,B65D,83/0463,B,65,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",1
78,D0724843,20150324,Storage pouch for pet leash,A01K 27/008,A01K,27/008,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
79,D0725225,20150324,Bait mask fishing lure,A01K 85/00,A01K,85/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
80,D0725226,20150324,Wacky mask fishing lure,A01K 85/00,A01K,85/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
81,D0725227,20150324,Flashing fish lure,A01K 85/00,A01K,85/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
82,D0725229,20150324,Fishing reel portion,A01K 89/00,A01K,89/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
83,D0725322,20150324,Calf transporter,A01K 1/0236,A01K,1/0236,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
84,D0725323,20150324,Indoor bark control transmitter,A01K 15/00,A01K,15/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
85,D0725324,20150324,Indoor bark control transmitter,A01K 15/00,A01K,15/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
86,8984725,20150324,Buckle mechanism,A01K 27/005,A01K,27/005,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
87,8985053,20150324,Feeder,A01K 39/012,A01K,39/012,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
88,8985055,20150324,,A01K 61/00,A01K,61/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
89,8985057,20150324,System for development of therapeutic drugs and procedures,A01K 1/03,A01K,3-Jan,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
90,8985060,20150324,Breathable retrieving device,A01K 15/025,A01K,15/025,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
91,8985062,20150324,,A01K 13/00,A01K,13/00,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
92,8986743,20150324,,A01K 67/0271,A01K,67/0271,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
93,8988226,20150324,,A01K 79/02,A01K,79/02,A,1,A01K,ANIMAL HUSBANDRY,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,ANIMAL HUSBANDRY,1
94,D0724845,20150324,Brush head for electric toothbrush,A46B 5/0095,A46B,5/0095,A,46,A46B,BRUSHES ,5,HUMAN NECESSITIES,Personal or domestic articles,BRUSHWARE,BRUSHES ,1
95,D0724846,20150324,Toothbrush,A46B 5/0095,A46B,5/0095,A,46,A46B,BRUSHES ,5,HUMAN NECESSITIES,Personal or domestic articles,BRUSHWARE,BRUSHES ,1
96,D0724849,20150324,Hair brush,A46B 1/00,A46B,Jan-00,A,46,A46B,BRUSHES ,5,HUMAN NECESSITIES,Personal or domestic articles,BRUSHWARE,BRUSHES ,1
97,D0724850,20150324,Hair brush,A46B 1/00,A46B,Jan-00,A,46,A46B,BRUSHES ,5,HUMAN NECESSITIES,Personal or domestic articles,BRUSHWARE,BRUSHES ,1
98,8984695,20150324,Power driven duster and cleaning apparatus,A46B 2200/3006,A46B,2200/3006,A,46,A46B,BRUSHES ,5,HUMAN NECESSITIES,Personal or domestic articles,BRUSHWARE,BRUSHES ,1
99,8984702,20150324,Multipurpose cleaning apparatus,A46B 17/02,A46B,17/02,A,46,A46B,BRUSHES ,5,HUMAN NECESSITIES,Personal or domestic articles,BRUSHWARE,BRUSHES ,1
100,8985885,20150324,Container for dispensing preset amount of liquid content,A46B 11/0055,A46B,11/0055,A,46,A46B,BRUSHES ,5,HUMAN NECESSITIES,Personal or domestic articles,BRUSHWARE,BRUSHES ,1
101,D0724857,20150324,Molded foam arm chair with horizontal arms,A47C 1/00,A47C,Jan-00,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
102,D0724858,20150324,Molded foam arm chair with protruding backrest,A47C 4/028,A47C,4/028,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
103,D0724878,20150324,Chair back upright,A47C 7/16,A47C,16-Jul,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
104,D0724879,20150324,Chair back,A47C 7/16,A47C,16-Jul,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
105,D0724880,20150324,Chair back frame,A47C 7/16,A47C,16-Jul,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
106,D0724881,20150324,Chair back frame,A47C 7/16,A47C,16-Jul,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
107,8984680,20150324,,A47C 17/13,A47C,17/13,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
108,8984688,20150324,Inflatable resting pillow,A47C 20/026,A47C,20/026,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
109,8984689,20150324,Spring mattress structure,A47C 27/07,A47C,27/07,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
110,8984690,20150324,Mattress and side rail assembly with high airflow,A47C 7/18,A47C,18-Jul,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
111,8985687,20150324,Infant chair apparatus,A47C 3/025,A47C,3/025,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
112,8985688,20150324,Office chair mechanism provided with a device for adjusting the swivel force,A47C 1/0325,A47C,1/0325,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
113,8985689,20150324,Recliner mechanism,A47C 1/026,A47C,1/026,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
114,8985694,20150324,Item of seating furniture and fitting therefor,A47C 1/034,A47C,1/034,A,47,A47C,CHAIRS ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,CHAIRS ,1
115,D0724872,20150324,Table,A47B 37/04,A47B,37/04,A,47,A47B,TABLES,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,TABLES,1
116,8984735,20150324,,A47B 19/00,A47B,19/00,A,47,A47B,TABLES,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,TABLES,1
117,8985031,20150324,Desk top elevator,A47B 9/18,A47B,18-Sep,A,47,A47B,TABLES,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,TABLES,1
118,8985347,20150324,Linear spice rack,A47B 87/007,A47B,87/007,A,47,A47B,TABLES,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,TABLES,1
119,8985349,20150324,Corner shelf system for storing and displaying consumer electronic source components,A47B 47/03,A47B,47/03,A,47,A47B,TABLES,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,TABLES,1
120,8985534,20150324,,A47B 81/06,A47B,81/06,A,47,A47B,TABLES,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,TABLES,1
121,D0724874,20150324,,G07F 11/52,G07F,Nov-52,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
122,D0725193,20150324,General merchandise vending machine,G07F 9/02,G07F,2-Sep,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
123,8986091,20150324,Casino card handling with game play feed,G07F 17/32,G07F,17/32,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
124,8986093,20150324,,G07F 17/3244,G07F,17/3244,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
125,8986094,20150324,Distributed bonus feature,G07F 17/3258,G07F,17/3258,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
126,8986099,20150324,Gaming machine with bonus game and method of controlling same,G07F 17/3244,G07F,17/3244,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
127,8986102,20150324,Wagering game with ascending features,G07F 17/34,G07F,17/34,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
128,8986106,20150324,,G07F 17/3213,G07F,17/3213,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
129,8986107,20150324,,G07F 17/3262,G07F,17/3262,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
130,8986108,20150324,,G07F 17/32,G07F,17/32,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
131,8986111,20150324,Gaming system having multiple progressive awards and a bonus game available in a base game operable upon a wager,G07F 17/3258,G07F,17/3258,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
132,8986114,20150324,Casino table capable of tracking gaming cards,G07F 17/322,G07F,17/322,G,7,G07F,COIN-FREED OR LIKE APPARATUS ,5,PHYSICS,Instruments,CHECKING-DEVICES,COIN-FREED OR LIKE APPARATUS ,1
133,D0724883,20150324,,B67D 3/00,B67D,Mar-00,B,67,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,"OPENING, CLOSING ","DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1
134,8985360,20150324,Cap for drainage,B67D 7/06,B67D,6-Jul,B,67,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,"OPENING, CLOSING ","DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1
135,8985396,20150324,Modular dispensing system,B67D 1/0021,B67D,1/0021,B,67,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,"OPENING, CLOSING ","DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1
136,D0724884,20150324,Beverage dispenser,A47J 31/00,A47J,31/00,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
137,D0724906,20150324,Canning funnel,A47J 31/0642,A47J,31/0642,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
138,8985010,20150324,Food processor with cutting blade assembly support,A47J 43/0716,A47J,43/0716,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
139,8985092,20150324,,A47J 37/07,A47J,37/07,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
140,8985395,20150324,Beverage maker,A47J 31/00,A47J,31/00,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
141,8985488,20150324,Combination food processing machine,A47J 2201/00,A47J,2201/00,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
142,8985843,20150324,System and method for enhanced preparation and storage of homemade baby food,A47J 43/046,A47J,43/046,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
143,8986763,20150324,Optimal extraction rate coffee capsule with effective seal for diverse group heads,A47J 31/36,A47J,31/36,A,47,A47J,KITCHEN EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,KITCHEN EQUIPMENT ,1
144,D0724885,20150324,Electric toaster,A21B 2/00,A21B,Feb-00,A,21,A21B,MACHINES OR EQUIPMENT FOR BAKING ,5,HUMAN NECESSITIES,Foodstuffs,BAKING,MACHINES OR EQUIPMENT FOR BAKING ,1
145,D0724887,20150324,Oven,A21B 1/00,A21B,Jan-00,A,21,A21B,MACHINES OR EQUIPMENT FOR BAKING ,5,HUMAN NECESSITIES,Foodstuffs,BAKING,MACHINES OR EQUIPMENT FOR BAKING ,1
146,D0724888,20150324,Gas range oven,F24C 7/08,F24C,8-Jul,F,24,F24C,OTHER DOMESTIC STOVES OR RANGES,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Lighting,HEATING,OTHER DOMESTIC STOVES OR RANGES,1
147,D0724889,20150324,Oven,F24C 7/00,F24C,Jul-00,F,24,F24C,OTHER DOMESTIC STOVES OR RANGES,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Lighting,HEATING,OTHER DOMESTIC STOVES OR RANGES,1
148,8985717,20150324,,F24C 15/023,F24C,15/023,F,24,F24C,OTHER DOMESTIC STOVES OR RANGES,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Lighting,HEATING,OTHER DOMESTIC STOVES OR RANGES,1
149,D0724893,20150324,Segmented beverage container,A47G 19/22,A47G,19/22,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
150,D0724894,20150324,Daily water intake tracking bottle,A47G 23/16,A47G,23/16,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
151,D0724895,20150324,Water bottle,A47G 2019/2238,A47G,2019/2238,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
152,8985182,20150324,Foldable welding screen,A47G 5/00,A47G,May-00,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
153,8985330,20150324,Tubular portable container for transporting perishable items,A47G 19/24,A47G,19/24,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
154,8985348,20150324,Bra organizer,A47G 2025/1492,A47G,2025/1492,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
155,8985379,20150324,Food plate and beverage container holder,A47G 19/00,A47G,19/00,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
156,8985408,20150324,Garment hanging accessory,A47G 25/02,A47G,25/02,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
157,8985657,20150324,Spill proof platter apparatus,A47G 23/06,A47G,23/06,A,47,A47G,HOUSEHOLD OR TABLE EQUIPMENT ,5,HUMAN NECESSITIES,Personal or domestic articles,FURNITURE ,HOUSEHOLD OR TABLE EQUIPMENT ,1
158,D0724907,20150324,Mini hopper,A01G 1/125,A01G,1/125,A,1,A01G,HORTICULTURE,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,HORTICULTURE,1
159,8984806,20150324,Plant cultivation apparatus,A01G 9/00,A01G,Sep-00,A,1,A01G,HORTICULTURE,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,HORTICULTURE,1
160,8984808,20150324,Vertical planter tray system,A01G 9/02,A01G,2-Sep,A,1,A01G,HORTICULTURE,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,HORTICULTURE,1
161,8989907,20150324,Process and apparatus for adequately irrigating soil,A01G 25/09,A01G,25/09,A,1,A01G,HORTICULTURE,5,HUMAN NECESSITIES,Agriculture,AGRICULTURE,HORTICULTURE,1
162,D0724909,20150324,Material manipulation tool,E01H 5/02,E01H,2-May,E,1,E01H,STREET CLEANING,5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ",STREET CLEANING,1
163,D0724910,20150324,Material manipulation tool,E01H 5/02,E01H,2-May,E,1,E01H,STREET CLEANING,5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ",STREET CLEANING,1
164,D0724911,20150324,Weed eradicator,E01H 5/02,E01H,2-May,E,1,E01H,STREET CLEANING,5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ",STREET CLEANING,1
165,8985653,20150324,Waste collector,E01H 1/1206,E01H,1/1206,E,1,E01H,STREET CLEANING,5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ",STREET CLEANING,1
166,D0724917,20150324,Bent handle pliers,H02G 1/1212,H02G,1/1212,H,2,H02G,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",5,ELECTRICITY,Nucleonics,GENERATION,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",1
167,8984722,20150324,Wedge dead end clamp assembly,H02G 7/056,H02G,7/056,H,2,H02G,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",5,ELECTRICITY,Nucleonics,GENERATION,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",1
168,8985289,20150324,Low friction sheave bracket,H02G 11/00,H02G,Nov-00,H,2,H02G,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",5,ELECTRICITY,Nucleonics,GENERATION,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",1
169,8987598,20150324,Corrossion resistant minesweeping cable,H02G 9/00,H02G,Sep-00,H,2,H02G,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",5,ELECTRICITY,Nucleonics,GENERATION,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES ",1
